# F3,F4,T3,T4,C1,C2
-83.222,-172.145,-222.496,-91.393,-80.942,-121.603
-75.432,-168.155,-220.976,-87.592,-79.802,-120.653
-72.202,-164.545,-225.156,-84.742,-79.042,-116.283
-71.062,-169.485,-229.336,-86.642,-75.052,-114.383
-65.172,-167.585,-227.246,-88.542,-75.242,-120.273
-62.132,-167.585,-224.776,-87.592,-76.002,-121.223
-70.682,-174.235,-225.346,-93.483,-77.522,-119.323
-72.392,-178.415,-233.897,-96.523,-81.512,-118.373
-63.652,-176.325,-231.236,-99.373,-86.832,-128.064
-62.892,-175.565,-226.866,-100.133,-88.923,-134.524
-61.942,-175.185,-224.776,-103.363,-87.592,-131.484
-63.652,-176.135,-226.486,-106.593,-90.063,-130.914
-64.982,-173.665,-225.346,-108.683,-88.732,-136.994
-55.862,-170.245,-223.446,-108.113,-86.262,-140.604
-49.591,-165.115,-222.496,-108.493,-86.072,-135.474
-50.921,-168.155,-227.816,-110.583,-86.832,-133.574
-51.111,-174.045,-230.286,-109.823,-85.692,-134.144
-45.981,-171.005,-231.807,-110.583,-84.172,-140.224
-45.601,-175.565,-237.697,-111.723,-86.832,-145.164
-47.311,-174.045,-239.217,-115.713,-89.683,-147.444
-46.361,-173.475,-235.037,-117.993,-90.443,-146.304
-40.661,-175.185,-230.476,-116.093,-88.923,-147.634
-34.961,-173.855,-231.617,-118.183,-89.113,-150.484
-32.301,-177.085,-231.236,-119.133,-86.642,-147.824
-32.871,-177.655,-230.856,-120.273,-88.732,-147.254
-25.461,-181.075,-223.636,-122.933,-87.022,-150.104
-17.290,-182.405,-218.886,-122.933,-87.592,-151.624
-15.390,-178.415,-216.226,-122.743,-83.032,-140.224
-13.300,-176.895,-215.656,-120.653,-82.462,-139.654
-11.970,-174.045,-213.756,-121.033,-83.792,-141.554
-8.170,-164.735,-206.726,-114.763,-79.802,-144.594
-2.280,-155.234,-198.366,-110.583,-82.082,-136.424
-2.850,-157.134,-197.036,-107.163,-80.182,-133.574
-6.840,-160.935,-204.256,-109.063,-80.752,-138.704
-3.800,-164.735,-210.526,-115.143,-82.272,-143.454
-4.370,-169.865,-212.046,-118.183,-83.412,-147.634
-2.850,-172.335,-216.036,-124.073,-82.272,-147.064
-4.940,-178.035,-221.166,-130.344,-87.972,-150.294
-7.600,-186.205,-224.586,-136.614,-92.533,-157.134
-9.500,-189.435,-230.096,-140.414,-94.433,-154.664
-7.600,-187.725,-230.476,-136.994,-91.203,-147.634
-6.650,-188.675,-227.816,-134.144,-91.203,-149.534
-1.900,-180.695,-222.876,-130.724,-94.243,-155.234
0.000,-175.565,-225.156,-130.344,-91.393,-155.424
0.760,-173.475,-225.916,-128.634,-90.823,-147.444
2.660,-171.575,-224.396,-128.254,-90.443,-144.784
5.130,-171.765,-218.126,-128.824,-89.113,-150.864
11.210,-172.715,-212.996,-131.864,-87.782,-151.244
16.530,-171.385,-207.106,-136.044,-83.602,-147.064
30.211,-166.255,-198.176,-134.334,-83.602,-147.634
26.601,-169.485,-196.846,-134.144,-84.742,-152.954
19.951,-172.145,-202.356,-135.474,-84.172,-154.474
22.611,-174.995,-204.066,-137.374,-85.122,-155.614
21.851,-175.565,-201.976,-136.424,-85.122,-158.084
20.711,-175.375,-198.936,-134.904,-87.972,-160.365
21.661,-176.515,-200.836,-137.374,-88.542,-164.355
21.851,-175.565,-205.586,-135.664,-90.823,-162.835
22.041,-177.845,-205.776,-140.604,-90.443,-158.464
21.851,-181.835,-210.716,-143.454,-95.193,-161.695
21.851,-181.265,-212.996,-141.744,-95.383,-167.205
19.951,-178.225,-219.266,-144.404,-92.153,-159.604
17.670,-180.505,-222.686,-148.014,-90.633,-157.514
19.571,-176.515,-217.746,-147.634,-93.293,-159.034
23.181,-176.135,-210.716,-149.154,-94.053,-165.115
19.001,-176.325,-216.416,-147.634,-90.443,-160.745
22.231,-172.715,-219.646,-146.874,-90.063,-152.004
26.411,-167.585,-216.036,-139.654,-91.393,-150.484
34.011,-159.224,-204.636,-135.854,-90.443,-158.464
36.101,-159.794,-199.696,-136.234,-88.162,-157.514
29.831,-166.255,-205.396,-137.944,-89.683,-153.334
26.221,-173.285,-209.576,-140.794,-89.873,-160.365
19.381,-176.705,-212.996,-145.734,-96.143,-166.445
14.440,-182.215,-214.706,-153.904,-99.753,-170.435
19.191,-184.115,-216.036,-156.564,-96.713,-168.345
22.231,-178.605,-217.556,-158.274,-93.673,-167.585
24.321,-180.695,-215.276,-155.234,-92.153,-167.775
26.601,-178.985,-215.656,-152.574,-91.203,-164.735
22.991,-172.525,-220.786,-150.104,-90.253,-159.984
17.861,-173.855,-221.736,-146.114,-88.162,-159.984
20.711,-171.195,-216.036,-144.594,-87.592,-161.315
26.601,-167.395,-207.676,-141.174,-85.692,-161.505
25.461,-167.775,-205.016,-141.174,-87.782,-157.704
29.831,-166.635,-203.116,-144.404,-87.782,-158.274
32.301,-166.445,-197.986,-147.444,-85.312,-163.785
34.391,-166.825,-197.416,-142.694,-84.742,-167.205
34.011,-168.155,-200.836,-140.224,-86.072,-162.645
26.411,-167.395,-204.826,-143.074,-89.303,-154.284
23.941,-166.065,-205.396,-141.174,-91.393,-154.474
23.371,-174.995,-209.766,-142.884,-92.723,-158.274
16.530,-175.755,-219.266,-146.874,-92.723,-161.125
