F3,F4,T3,T4,C1,C2
-0.2547344,-0.0415205,-1.7333674,0.2197171,-0.5262095,-0.2909208
-0.1010724,0.2981017,-1.9156388,0.2876706,-0.4881322,-0.1348123
-0.1526318,0.1772377,-1.6066312,0.4250489,-0.5063792,-0.1091497
-0.1566669,0.2646298,-1.2578362,0.3683806,0.0800142,-0.2582182
-0.2284758,0.0573712,-1.4758312,0.1176437,-0.1882950,-0.1528086
-0.2396691,-0.1111699,-1.7735229,0.0581646,-0.7590299,-0.2782036
-0.2423244,-0.4804095,-1.6671814,-0.2149280,-1.0501230,-1.0394984
-0.3280184,-0.4913230,-1.6532260,-0.3486791,-0.7495559,-1.0021429
-0.3379658,-0.2025657,-1.9854361,-0.4173186,-0.8006817,-0.5110835
-0.2153186,-0.1115429,-1.9352088,-0.3313140,-0.8195728,-0.7062965
-0.2260046,-0.3276095,-1.7936993,-0.3559077,-0.8095416,-0.6729837
-0.0893033,-0.2974092,-1.6874573,-0.2674965,-0.9380208,-0.2665206
-0.1180845,-0.5438547,-1.3544670,-0.4000039,-0.7112425,-0.5787280
-0.2427042,-0.6414753,-1.5319141,-0.4649347,-0.7889955,-0.5318638
-0.1676105,-0.3919629,-1.6520677,-0.4591999,-0.6966295,-0.0452310
-0.2190803,-0.3787521,-1.6261139,-0.4115261,-0.6846297,-0.1076903
-0.1562757,-0.0357094,-1.6745338,-0.0793386,-0.5417088,-0.5647712
-0.0767681,0.0083552,-1.6168451,0.1045336,-0.3909264,-0.2356311
-0.0358556,-0.0541288,-1.4347793,0.2480338,0.0416863,0.2575573
0.0573134,-0.2847329,-1.1267542,0.2112316,0.3632179,0.0849878
0.0587551,-0.2105011,-1.1807550,0.0543082,-0.0523017,-0.2258061
-0.0468022,-0.1085534,-1.3307989,0.0008093,-0.3915711,-0.1937231
-0.0032198,-0.1189462,-1.2966105,-0.1118148,-0.4712795,-0.3408492
0.0614462,-0.3341419,-1.2619106,-0.1933595,-0.1690466,-0.4694122
0.0446377,-0.2544762,-1.4513520,-0.1743166,-0.3199371,-0.1952109
-0.0060673,-0.0263099,-1.4079059,-0.1343249,-0.1895567,-0.1800959
0.0071016,-0.1851227,-1.1970625,-0.1182141,0.0839908,-0.6966161
0.0941836,-0.1999923,-1.2544585,0.0101269,-0.0647333,-0.3082912
-0.0200027,-0.0008166,-1.3660275,0.0609111,0.0156805,-0.0594987
-0.0495185,-0.3050094,-1.2545053,-0.0399595,-0.0365030,-0.5464079
-0.0640793,-0.3336620,-1.2404299,-0.1020571,-0.3637238,-0.6894793
-0.1389498,-0.1994294,-1.3307973,-0.0924684,-0.6548966,-0.2793091
-0.1091022,-0.2448115,-1.3896959,-0.2259414,-0.3794155,-0.0832980
-0.1259776,-0.5220380,-1.4614655,-0.3961903,-0.8375584,-0.3121387
-0.1485584,-0.5202313,-1.6392270,-0.3443018,-0.9566339,0.0819153
-0.1331225,-0.2945432,-1.5460665,-0.2568707,-0.7970480,0.0510649
-0.0675781,-0.3728216,-1.4847112,-0.2695780,-1.3064220,-0.1510050
-0.0335605,-0.2784603,-1.5066117,-0.2555741,-1.2262492,-0.2077991
0.0456587,-0.2668506,-1.2819254,-0.0465668,-0.8970760,-0.0113157
0.1246667,-0.2153713,-1.2680190,0.0073063,-1.0102824,-0.5656736
0.0452765,-0.0239829,-1.3676363,0.0009494,-1.3982704,-0.3074179
0.1749968,0.0147629,-1.3012655,-0.0437007,-0.7452313,-0.0213860
0.3296531,0.2552663,-1.0307289,-0.1212843,-0.3428570,-0.1643005
0.2789370,0.5823353,-1.0231712,-0.0581780,-0.3479444,-0.1959419
0.3817399,0.4589823,-0.9765735,0.0175627,-0.8528010,-0.1213290
0.5027273,0.3001960,-0.9295185,-0.0253190,-0.6248315,-0.5476512
0.4320380,0.4112510,-1.0025566,-0.0806486,-0.4363845,-1.1936589
0.5312443,0.5716172,-1.0825795,0.1633576,-0.4195718,-0.6627602
0.5244218,0.5871169,-0.9357476,-0.0501124,-0.3799916,-0.0355767
0.4658713,0.4256249,-0.7761440,-0.0977514,-0.5628317,-0.1124293
0.6805030,0.8424374,-0.7055838,0.1493881,-0.5350427,-0.0347770
0.7253503,0.7947779,-0.9041082,0.2101974,-0.1571260,0.3428356
0.8312516,0.6972817,-0.9237697,0.0791745,0.1499593,0.1119544
0.9493338,0.7700527,-0.8094327,0.0836268,-0.0229714,-0.1531700
0.7265241,0.3011069,-0.8872467,-0.1815446,-0.2517441,0.0993837
0.8030162,0.1342730,-1.0946207,-0.3692150,-1.0153797,-0.1537854
0.9448363,0.3153904,-0.8972186,-0.4601869,-1.6105511,-0.9313179
0.9411929,0.2651396,-0.8368304,-0.5892658,-1.5085536,-0.8239661
0.9038096,0.3137546,-0.8509285,-0.7975614,-1.7711406,-0.7940708
0.9445458,0.4308834,-0.8231894,-0.8440788,-1.4661995,-1.3466816
1.2135230,0.8716434,-0.7355023,-0.8387540,-1.2533938,-1.1944629
1.1877196,0.7056643,-0.8966057,-0.9226081,-1.3730987,-0.9079704
1.2180558,0.4477269,-0.9799258,-0.9248387,-1.1808343,-1.0467392
1.3190775,0.4422001,-1.0942606,-0.9460158,-1.1151562,-1.5410216
1.2853899,0.3143770,-1.2572311,-1.1205021,-1.6826020,-1.8378147
1.2920930,0.4135916,-1.1212474,-1.2675929,-1.7794561,-1.8009462
1.4468539,0.3326741,-0.9912897,-1.2113233,-1.6996017,-1.9106128
1.5874754,0.3203309,-1.0171187,-1.3136556,-1.4912460,-2.0430079
1.5927548,0.1533115,-1.0049303,-1.3631359,-1.4928796,-1.7827163
1.7385973,-0.0055851,-0.8142787,-1.4873037,-1.4992669,-2.0953419
1.9592489,-0.1003052,-0.6104894,-1.5186983,-1.3293625,-1.9598619
1.9919746,0.1988348,-0.5625546,-1.4455404,-0.7969475,-1.2931309
2.0557323,0.2678175,-0.5144385,-1.4141140,-0.9644001,-1.4344653
2.1240830,0.9137172,-0.3077811,-1.1799269,-0.5933153,-1.6335995
2.2921991,1.4978191,-0.0001900,-0.8852070,-0.7088755,-1.0586040
2.2006238,1.2746507,-0.0818209,-0.8011601,-0.5210638,-1.0425439
2.2120681,1.0064492,-0.3524689,-1.0544084,-0.7713124,-1.5217522
2.2338057,0.6446934,-0.4464099,-1.3050487,-0.8801113,-1.8445308
2.2509978,0.4353172,-0.5851690,-1.5938911,-0.9459902,-1.8552730
2.1830695,-0.0897378,-0.7622201,-1.9874772,-1.7874224,-2.2734857
2.1232450,-0.5091890,-0.9129900,-2.2585888,-2.3416276,-2.4829428
2.1368811,-0.4705178,-1.0118155,-2.1869969,-1.9372011,-1.8885176
2.2035027,-0.4011082,-0.8513725,-1.9538774,-2.0389180,-2.0796392
2.2983162,0.1526215,-0.7860999,-1.8619826,-2.1945386,-2.4681141
2.3406138,0.3817639,-0.8501002,-1.7808838,-1.8458267,-2.0413694
2.3628798,0.5106471,-0.8104349,-1.7531315,-1.8459711,-1.6720198
2.4756453,0.5107244,-0.5825452,-1.7793226,-1.6458124,-2.1500080
2.5966873,0.4473021,-0.4101920,-2.0225687,-1.2659143,-1.9798617
2.9067628,0.7625823,-0.0997929,-2.0630245,-0.8888589,-1.8215419
2.9321296,0.6903094,0.0075722,-2.0041647,-1.1252191,-2.2036812
2.7549953,0.4355195,-0.1742082,-2.1015437,-1.0435793,-2.3506670
2.8377900,0.2943714,-0.1932632,-2.1584580,-1.1782731,-2.4770567
2.7685573,0.2988995,-0.0677894,-2.0597751,-1.3423710,-2.6839528
2.8084402,0.2393765,-0.1140889,-2.1377776,-1.6926528,-2.9711044
2.7958398,0.2811763,-0.2465895,-2.1193299,-1.7763119,-2.8370585
2.8160696,0.0236493,-0.3137766,-2.4066265,-2.1099548,-2.6125152
2.7951305,-0.0793053,-0.4624408,-2.3766294,-2.5256977,-3.1371601
2.7765462,0.0912948,-0.6266750,-2.4773395,-2.0553939,-2.7505326
2.6976902,0.0508468,-0.7639626,-2.6438980,-1.8977581,-2.4983058
2.8142736,0.2642712,-0.4749210,-2.6576972,-2.3145950,-2.8517275
2.7678857,0.2367984,-0.4993227,-2.6702611,-1.9759732,-2.9355528
2.7982032,0.4213288,-0.6765450,-2.5696316,-1.7497880,-2.1529813
2.9411428,0.8902184,-0.4915037,-2.2292542,-1.9830605,-2.1929798
3.1229179,1.3068764,-0.1109193,-2.0709264,-1.6488734,-2.6557379
3.0244186,0.9651368,-0.1826298,-2.1777287,-1.6556190,-2.3007040
2.8997610,0.4368690,-0.3727046,-2.2928114,-1.7976146,-2.6636314
2.7133820,0.1668629,-0.4808515,-2.6405504,-2.6878517,-3.2471213
2.6713188,-0.2377345,-0.5366307,-2.9897597,-2.9080973,-3.3538396
2.8079634,0.0281226,-0.5969707,-3.0964394,-2.2985749,-3.2067611
2.8507907,-0.0033272,-0.5431790,-2.9955027,-2.0656393,-3.2299445
2.9104595,0.1796109,-0.5734755,-2.8244679,-1.8983384,-2.9425688
2.7581077,0.4650607,-0.7422550,-2.6660161,-1.6949563,-2.6612062
2.7500477,0.4546656,-0.6187466,-2.4874778,-1.4578178,-2.7837355
2.8939652,0.7714514,-0.3252707,-2.3713198,-1.2954640,-2.7856085
2.9050233,0.7551152,-0.2248888,-2.3262734,-1.4922166,-2.5383365
3.0116675,0.8317263,-0.1126545,-2.6026564,-1.3884513,-2.7279828
