F3,F4,T3,T4,C1,C2
-1.2679855,0.6683678,-1.5274460,1.4534775,-1.2152216,1.5872644
-0.3658554,0.4181407,-0.7099468,1.2978535,-1.0214547,1.1999799
-0.0325371,0.5468554,-0.2166159,1.2377461,-0.5426273,-0.0281752
0.7094412,0.0108010,-0.6518530,0.6273718,-1.0847821,-0.0386101
0.9309723,0.0748099,-0.3329568,0.3196049,-1.0099419,-0.6586246
1.1116496,-0.3409933,0.2154771,0.3799550,-0.8397672,-0.6330718
2.1091769,0.0673937,0.6853500,0.4747390,-0.3945371,-0.1572576
1.9099963,0.2770020,1.0601732,0.9734430,-0.3244689,0.6366645
1.7274771,0.2460148,1.5742286,1.0423746,-0.6893175,0.5417598
1.3171915,0.4819777,1.8525697,1.0074719,-0.4186490,0.1544438
1.4213274,0.1224169,1.1767683,1.4405394,-0.2612474,0.7126961
1.1380682,-0.1528682,0.4913270,0.8515843,-0.4083785,0.2825775
1.5158364,-0.1650978,0.6476207,1.1217144,0.0741726,-0.1411677
1.1566613,-0.0126069,0.8414604,1.4562289,0.3375995,0.2998699
1.3224864,-0.1805708,0.8543164,1.3590651,0.1876291,0.5738214
1.2558413,-0.0477412,1.3096806,1.2617118,-0.0254230,0.0552321
1.3129498,-0.1896093,0.9156696,1.1720064,-0.2482079,0.1626695
0.7388178,-0.5235087,0.0441098,0.8263428,-0.4429149,0.5198988
0.6814518,-0.6398998,0.1668413,0.8631809,-0.1956992,-0.3213252
0.8575776,-0.4762949,-0.0646039,0.9199782,0.3165964,-0.1651838
1.0207361,-0.2285724,-0.2817540,1.1497260,0.0261015,0.6915566
0.9941322,-0.3758426,-0.3180031,1.2552748,0.5905832,0.4724091
0.8452941,-0.3914519,0.3206089,0.9733483,0.7706267,0.3196842
0.7147961,-0.1419271,0.3161067,1.1883551,0.8180605,0.5129692
0.9999164,-0.3319942,0.4026754,1.4295633,0.5071167,0.5015415
0.9666316,-0.5585680,0.7153502,1.3249949,0.7673690,0.2384373
0.8518394,-0.3853858,0.7830156,1.1106875,0.5476151,0.7278641
0.8873580,0.2365495,0.6535238,1.4203216,0.3834271,1.0920888
1.0112756,-0.0465223,0.5119926,1.6696937,-0.1957079,0.3321853
0.9696522,-0.0011892,0.3280637,1.4119413,0.1889078,0.0440334
0.5863420,-0.4644951,-0.0986619,1.0448669,-0.0561325,0.5275083
0.8796280,-0.2192876,-0.2595770,0.8128357,0.0794178,-0.2061159
0.8663939,-0.0473896,-0.2336494,1.1555177,-0.2721736,-0.1958185
0.5268633,-0.3858355,-0.8698099,1.1690085,-0.8379451,0.0905428
0.0746913,-0.6523736,-1.0289824,0.8810617,-1.1907520,0.1123535
0.6353276,-0.2730689,-0.5230371,0.8133522,-1.2712938,0.0907437
0.2647939,-0.4136809,-0.2824854,0.6391623,-1.3301746,0.0503056
0.0153824,-0.6144466,-1.0627859,0.6314076,-1.1740361,0.0692846
0.2591808,-0.7635107,-1.0920825,0.6826367,-0.8536350,-0.4899543
0.2723677,-0.3191238,-0.9020951,0.7475176,-0.9244578,-0.2809237
0.5764213,-0.3836534,-0.7413277,1.1421444,-1.2691801,-0.1526365
0.8162946,0.0260606,0.1229756,1.5865562,-1.6108819,0.0566939
0.7298964,-0.2625331,0.2367637,1.5006651,-1.8380390,-0.8678621
0.2606133,-0.1170813,-0.1786434,1.3770597,-2.1078286,-0.1764786
0.4594376,0.3564979,-0.4073946,1.3229598,-1.4128785,0.7610319
0.3956330,0.3231124,-0.2587503,1.2856151,-1.3153645,0.5968106
0.0333831,0.1062225,0.0205066,1.1119660,-1.4315253,0.7400718
0.3852092,0.0460754,-0.0625359,1.1689664,-1.8228072,0.6406394
0.2702877,0.1641137,-0.1526589,1.0685074,-1.8835342,0.3221247
0.4397637,-0.2093640,-0.4284041,1.0982797,-1.5391791,0.2531940
0.8086264,0.0514913,-0.3065455,1.2327858,-1.4878320,0.6687702
0.6357671,-0.3526687,-0.3506569,1.0164061,-1.2868420,0.6073275
0.5533426,-0.1560810,0.0010497,1.1864425,-1.0209845,0.6523469
0.3065448,0.0532537,0.0472854,1.1399919,-0.9824220,1.0444986
0.3770246,0.3698716,-0.0585606,1.0707273,-0.6591731,0.4629815
0.3415250,0.0144823,-0.0273404,0.6620948,-0.8708953,-0.1413119
0.5232266,-0.2743647,-0.1135679,0.7718549,-0.8606924,0.4252200
0.4870210,0.0574889,-0.1528509,1.0463411,-0.8017280,1.3012156
0.4409440,0.6540927,-0.0777879,1.1547103,-0.5184093,0.6290933
0.6255161,0.6968780,0.1148062,1.2666569,-0.4122201,0.4567079
0.8309060,0.7394872,0.3651315,1.5249146,0.1180738,1.1698869
1.3025438,0.7257097,0.9188929,1.8453698,-0.0061894,0.4762914
1.3345484,1.1212181,1.3393527,1.8920248,-0.5497243,0.1684707
1.0474253,1.2212820,0.9841551,1.7812712,-1.3829814,1.1592971
1.2073114,1.0272536,1.3919113,1.4530252,-1.4186128,0.8229005
1.0206165,1.0219600,1.6820174,1.6402006,-1.1072787,0.3857745
0.8579724,1.2082268,1.8434235,1.4819467,-1.0330940,0.8387505
0.9164758,1.1213498,1.3430264,1.2515056,-0.9604319,1.0522908
0.9996796,0.7291389,1.1790023,1.4436313,-1.2218460,0.8579168
1.0891768,0.7234531,1.3071926,1.5326943,-0.5185547,0.8115138
1.4974643,0.8362942,1.5388243,2.0442226,-0.3782742,1.8972911
1.4824009,1.0708070,2.1906271,2.0503242,0.1470345,1.9827865
1.2645153,1.7442288,2.3119783,1.8005651,0.3899714,2.0433414
1.1773692,1.5348947,2.2475305,1.7182385,-0.1064663,2.5428720
0.5474340,0.9871790,1.5276973,1.6502323,-0.3666479,2.1141269
0.3778200,0.4934695,0.4127512,1.3732471,-0.9675426,1.5543139
-0.1739750,0.6103800,-0.2194665,1.3090793,-0.7796320,1.7786582
-0.1503294,0.5926794,-0.7775239,1.4890826,-0.7098277,1.8817016
